priority,pack_id,year,make,model,trim,powertrain,oem_family,schedule_kind,segment,tier,manual_share_policy,msrp_note,status,ymm
"598","lexus-es-2019-300h-hybrid","2019","Lexus","ES","300h","Hybrid","lexus","fixed_interval","luxury_sedan","luxury","shared_xv70_generation","","target","2019 Lexus ES"
"599","lexus-rx-2025-350","2025","Lexus","RX","350","","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2025 Lexus RX"
"600","lexus-rx-2025-350l","2025","Lexus","RX","350L","","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2025 Lexus RX"
"601","lexus-rx-2025-500h","2025","Lexus","RX","500h","","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2025 Lexus RX"
"602","lexus-rx-2025-450h-hybrid","2025","Lexus","RX","450h","Hybrid","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2025 Lexus RX"
"603","lexus-rx-2024-350","2024","Lexus","RX","350","","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","in_catalog","2024 Lexus RX"
"604","lexus-rx-2024-350l","2024","Lexus","RX","350L","","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2024 Lexus RX"
"605","lexus-rx-2024-500h","2024","Lexus","RX","500h","","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2024 Lexus RX"
"606","lexus-rx-2024-450h-hybrid","2024","Lexus","RX","450h","Hybrid","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2024 Lexus RX"
"607","lexus-rx-2023-350","2023","Lexus","RX","350","","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2023 Lexus RX"
"608","lexus-rx-2023-350l","2023","Lexus","RX","350L","","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2023 Lexus RX"
"609","lexus-rx-2023-500h","2023","Lexus","RX","500h","","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2023 Lexus RX"
"610","lexus-rx-2023-450h-hybrid","2023","Lexus","RX","450h","Hybrid","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2023 Lexus RX"
"611","lexus-rx-2022-350","2022","Lexus","RX","350","","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2022 Lexus RX"
"612","lexus-rx-2022-350l","2022","Lexus","RX","350L","","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2022 Lexus RX"
"613","lexus-rx-2022-500h","2022","Lexus","RX","500h","","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2022 Lexus RX"
"614","lexus-rx-2022-450h-hybrid","2022","Lexus","RX","450h","Hybrid","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2022 Lexus RX"
"615","lexus-rx-2021-350","2021","Lexus","RX","350","","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2021 Lexus RX"
"616","lexus-rx-2021-350l","2021","Lexus","RX","350L","","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2021 Lexus RX"
"617","lexus-rx-2021-500h","2021","Lexus","RX","500h","","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2021 Lexus RX"
"618","lexus-rx-2021-450h-hybrid","2021","Lexus","RX","450h","Hybrid","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2021 Lexus RX"
"619","lexus-rx-2020-350","2020","Lexus","RX","350","","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2020 Lexus RX"
"620","lexus-rx-2020-350l","2020","Lexus","RX","350L","","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2020 Lexus RX"
"621","lexus-rx-2020-500h","2020","Lexus","RX","500h","","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2020 Lexus RX"
"622","lexus-rx-2020-450h-hybrid","2020","Lexus","RX","450h","Hybrid","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2020 Lexus RX"
"623","lexus-rx-2019-350","2019","Lexus","RX","350","","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2019 Lexus RX"
"624","lexus-rx-2019-350l","2019","Lexus","RX","350L","","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2019 Lexus RX"
"625","lexus-rx-2019-500h","2019","Lexus","RX","500h","","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2019 Lexus RX"
"626","lexus-rx-2019-450h-hybrid","2019","Lexus","RX","450h","Hybrid","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2019 Lexus RX"
"627","lexus-rx-2018-350","2018","Lexus","RX","350","","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2018 Lexus RX"
"628","lexus-rx-2018-350l","2018","Lexus","RX","350L","","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2018 Lexus RX"
"629","lexus-rx-2018-500h","2018","Lexus","RX","500h","","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2018 Lexus RX"
"630","lexus-rx-2018-450h-hybrid","2018","Lexus","RX","450h","Hybrid","lexus","fixed_interval","luxury_suv","luxury","shared_al20_generation","","target","2018 Lexus RX"
"631","lexus-nx-2025-250","2025","Lexus","NX","250","","lexus","fixed_interval","luxury_suv","luxury","shared_az20_generation","","target","2025 Lexus NX"
"632","lexus-nx-2025-350","2025","Lexus","NX","350","","lexus","fixed_interval","luxury_suv","luxury","shared_az20_generation","","target","2025 Lexus NX"
"633","lexus-nx-2025-350h","2025","Lexus","NX","350h","","lexus","fixed_interval","luxury_suv","luxury","shared_az20_generation","","target","2025 Lexus NX"
"634","lexus-nx-2025-450h-phev","2025","Lexus","NX","450h+","PHEV","lexus","fixed_interval","luxury_suv","luxury","shared_az20_generation","","target","2025 Lexus NX"
"635","lexus-nx-2024-250","2024","Lexus","NX","250","","lexus","fixed_interval","luxury_suv","luxury","shared_az20_generation","","target","2024 Lexus NX"
"636","lexus-nx-2024-350","2024","Lexus","NX","350","","lexus","fixed_interval","luxury_suv","luxury","shared_az20_generation","","target","2024 Lexus NX"
"637","lexus-nx-2024-350h","2024","Lexus","NX","350h","","lexus","fixed_interval","luxury_suv","luxury","shared_az20_generation","","target","2024 Lexus NX"
"638","lexus-nx-2024-450h-phev","2024","Lexus","NX","450h+","PHEV","lexus","fixed_interval","luxury_suv","luxury","shared_az20_generation","","target","2024 Lexus NX"
"639","lexus-nx-2023-250","2023","Lexus","NX","250","","lexus","fixed_interval","luxury_suv","luxury","shared_az20_generation","","target","2023 Lexus NX"
"640","lexus-nx-2023-350","2023","Lexus","NX","350","","lexus","fixed_interval","luxury_suv","luxury","shared_az20_generation","","target","2023 Lexus NX"
"641","lexus-nx-2023-350h","2023","Lexus","NX","350h","","lexus","fixed_interval","luxury_suv","luxury","shared_az20_generation","","target","2023 Lexus NX"
"642","lexus-nx-2023-450h-phev","2023","Lexus","NX","450h+","PHEV","lexus","fixed_interval","luxury_suv","luxury","shared_az20_generation","","target","2023 Lexus NX"
"643","lexus-nx-2022-250","2022","Lexus","NX","250","","lexus","fixed_interval","luxury_suv","luxury","shared_az20_generation","","target","2022 Lexus NX"
"644","lexus-nx-2022-350","2022","Lexus","NX","350","","lexus","fixed_interval","luxury_suv","luxury","shared_az20_generation","","target","2022 Lexus NX"
"645","lexus-nx-2022-350h","2022","Lexus","NX","350h","","lexus","fixed_interval","luxury_suv","luxury","shared_az20_generation","","target","2022 Lexus NX"
"646","lexus-nx-2022-450h-phev","2022","Lexus","NX","450h+","PHEV","lexus","fixed_interval","luxury_suv","luxury","shared_az20_generation","","target","2022 Lexus NX"
"647","lexus-tx-2025-350","2025","Lexus","TX","350","","lexus","fixed_interval","luxury_suv","luxury","shared_within_model_year","","target","2025 Lexus TX"
"648","lexus-tx-2025-500h","2025","Lexus","TX","500h","","lexus","fixed_interval","luxury_suv","luxury","shared_within_model_year","","target","2025 Lexus TX"
"649","lexus-tx-2025-550h","2025","Lexus","TX","550h+","","lexus","fixed_interval","luxury_suv","luxury","shared_within_model_year","","target","2025 Lexus TX"
"650","lexus-tx-2024-350","2024","Lexus","TX","350","","lexus","fixed_interval","luxury_suv","luxury","shared_within_model_year","","target","2024 Lexus TX"
"651","lexus-tx-2024-500h","2024","Lexus","TX","500h","","lexus","fixed_interval","luxury_suv","luxury","shared_within_model_year","","target","2024 Lexus TX"
"652","lexus-tx-2024-550h","2024","Lexus","TX","550h+","","lexus","fixed_interval","luxury_suv","luxury","shared_within_model_year","","target","2024 Lexus TX"
"653","lexus-ux-2025-200","2025","Lexus","UX","200","","lexus","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2025 Lexus UX"
"654","lexus-ux-2025-250h","2025","Lexus","UX","250h","","lexus","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2025 Lexus UX"
"655","lexus-ux-2024-200","2024","Lexus","UX","200","","lexus","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2024 Lexus UX"
"656","lexus-ux-2024-250h","2024","Lexus","UX","250h","","lexus","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2024 Lexus UX"
"657","lexus-ux-2023-200","2023","Lexus","UX","200","","lexus","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2023 Lexus UX"
"658","lexus-ux-2023-250h","2023","Lexus","UX","250h","","lexus","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2023 Lexus UX"
"659","lexus-ux-2022-200","2022","Lexus","UX","200","","lexus","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2022 Lexus UX"
"660","lexus-ux-2022-250h","2022","Lexus","UX","250h","","lexus","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2022 Lexus UX"
"661","lexus-ux-2021-200","2021","Lexus","UX","200","","lexus","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2021 Lexus UX"
"662","lexus-ux-2021-250h","2021","Lexus","UX","250h","","lexus","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2021 Lexus UX"
"663","lexus-ux-2020-200","2020","Lexus","UX","200","","lexus","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2020 Lexus UX"
"664","lexus-ux-2020-250h","2020","Lexus","UX","250h","","lexus","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2020 Lexus UX"
"665","lexus-ux-2019-200","2019","Lexus","UX","200","","lexus","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2019 Lexus UX"
"666","lexus-ux-2019-250h","2019","Lexus","UX","250h","","lexus","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2019 Lexus UX"
"667","acura-tlx-2025-base","2025","Acura","TLX","Base","","acura","maintenance_minder","luxury_sedan","luxury","shared_within_generation","","target","2025 Acura TLX"
"668","acura-tlx-2025-technology","2025","Acura","TLX","Technology","","acura","maintenance_minder","luxury_sedan","luxury","shared_within_generation","","target","2025 Acura TLX"
"669","acura-tlx-2025-a-spec","2025","Acura","TLX","A-Spec","","acura","maintenance_minder","luxury_sedan","luxury","shared_within_generation","","target","2025 Acura TLX"
"670","acura-tlx-2025-sh-awd-sh-awd","2025","Acura","TLX","SH-AWD","SH-AWD","acura","maintenance_minder","luxury_sedan","luxury","shared_within_generation","","target","2025 Acura TLX"
"671","acura-tlx-2024-base","2024","Acura","TLX","Base","","acura","maintenance_minder","luxury_sedan","luxury","shared_within_generation","","target","2024 Acura TLX"
"672","acura-tlx-2024-technology","2024","Acura","TLX","Technology","","acura","maintenance_minder","luxury_sedan","luxury","shared_within_generation","","target","2024 Acura TLX"
"673","acura-tlx-2024-a-spec","2024","Acura","TLX","A-Spec","","acura","maintenance_minder","luxury_sedan","luxury","shared_within_generation","","target","2024 Acura TLX"
"674","acura-tlx-2024-sh-awd-sh-awd","2024","Acura","TLX","SH-AWD","SH-AWD","acura","maintenance_minder","luxury_sedan","luxury","shared_within_generation","","target","2024 Acura TLX"
"675","acura-tlx-2023-base","2023","Acura","TLX","Base","","acura","maintenance_minder","luxury_sedan","luxury","shared_within_generation","","target","2023 Acura TLX"
"676","acura-tlx-2023-technology","2023","Acura","TLX","Technology","","acura","maintenance_minder","luxury_sedan","luxury","shared_within_generation","","target","2023 Acura TLX"
"677","acura-tlx-2023-a-spec","2023","Acura","TLX","A-Spec","","acura","maintenance_minder","luxury_sedan","luxury","shared_within_generation","","target","2023 Acura TLX"
"678","acura-tlx-2023-sh-awd-sh-awd","2023","Acura","TLX","SH-AWD","SH-AWD","acura","maintenance_minder","luxury_sedan","luxury","shared_within_generation","","target","2023 Acura TLX"
"679","acura-tlx-2022-base","2022","Acura","TLX","Base","","acura","maintenance_minder","luxury_sedan","luxury","shared_within_generation","","target","2022 Acura TLX"
"680","acura-tlx-2022-technology","2022","Acura","TLX","Technology","","acura","maintenance_minder","luxury_sedan","luxury","shared_within_generation","","target","2022 Acura TLX"
"681","acura-tlx-2022-a-spec","2022","Acura","TLX","A-Spec","","acura","maintenance_minder","luxury_sedan","luxury","shared_within_generation","","target","2022 Acura TLX"
"682","acura-tlx-2022-sh-awd-sh-awd","2022","Acura","TLX","SH-AWD","SH-AWD","acura","maintenance_minder","luxury_sedan","luxury","shared_within_generation","","target","2022 Acura TLX"
"683","acura-tlx-2021-base","2021","Acura","TLX","Base","","acura","maintenance_minder","luxury_sedan","luxury","shared_within_generation","","target","2021 Acura TLX"
"684","acura-tlx-2021-technology","2021","Acura","TLX","Technology","","acura","maintenance_minder","luxury_sedan","luxury","shared_within_generation","","target","2021 Acura TLX"
"685","acura-tlx-2021-a-spec","2021","Acura","TLX","A-Spec","","acura","maintenance_minder","luxury_sedan","luxury","shared_within_generation","","target","2021 Acura TLX"
"686","acura-tlx-2021-sh-awd-sh-awd","2021","Acura","TLX","SH-AWD","SH-AWD","acura","maintenance_minder","luxury_sedan","luxury","shared_within_generation","","target","2021 Acura TLX"
"687","acura-tlx-2020-base","2020","Acura","TLX","Base","","acura","maintenance_minder","luxury_sedan","luxury","shared_within_generation","","target","2020 Acura TLX"
"688","acura-tlx-2020-technology","2020","Acura","TLX","Technology","","acura","maintenance_minder","luxury_sedan","luxury","shared_within_generation","","target","2020 Acura TLX"
"689","acura-tlx-2020-a-spec","2020","Acura","TLX","A-Spec","","acura","maintenance_minder","luxury_sedan","luxury","shared_within_generation","","target","2020 Acura TLX"
"690","acura-tlx-2020-sh-awd-sh-awd","2020","Acura","TLX","SH-AWD","SH-AWD","acura","maintenance_minder","luxury_sedan","luxury","shared_within_generation","","target","2020 Acura TLX"
"691","acura-tlx-2019-base","2019","Acura","TLX","Base","","acura","maintenance_minder","luxury_sedan","luxury","shared_within_generation","","in_catalog","2019 Acura TLX"
"692","acura-tlx-2019-technology","2019","Acura","TLX","Technology","","acura","maintenance_minder","luxury_sedan","luxury","shared_within_generation","","target","2019 Acura TLX"
"693","acura-tlx-2019-a-spec","2019","Acura","TLX","A-Spec","","acura","maintenance_minder","luxury_sedan","luxury","shared_within_generation","","target","2019 Acura TLX"
"694","acura-tlx-2019-sh-awd-sh-awd","2019","Acura","TLX","SH-AWD","SH-AWD","acura","maintenance_minder","luxury_sedan","luxury","shared_within_generation","","target","2019 Acura TLX"
