priority,pack_id,year,make,model,trim,powertrain,oem_family,schedule_kind,segment,manual_share_policy,retry_kind,v1_blocked_reason
"664","lexus-ux-2020-250h","2020","Lexus","UX","250h","","lexus","fixed_interval","luxury_suv","shared_within_generation","tier_d","Candidate failed required PDF checks (HTTP 403; content-type application/xml; magic <?xml; size 0 bytes). No alternate direct OEM PDF was verified."
"666","lexus-ux-2019-250h","2019","Lexus","UX","250h","","lexus","fixed_interval","luxury_suv","shared_within_generation","tier_d","Candidate failed required PDF checks (HTTP 403; content-type application/xml; magic <?xml; size 0 bytes). No alternate direct OEM PDF was verified."
"695","acura-integra-2025-base","2025","Acura","Integra","Base","","acura","maintenance_minder","luxury_sedan","shared_within_model_year","tier_d","No direct official Acura USA maintenance-schedule PDF found after filename and owner-portal checks."
"696","acura-integra-2025-a-spec","2025","Acura","Integra","A-Spec","","acura","maintenance_minder","luxury_sedan","shared_within_model_year","tier_d","No direct official Acura USA maintenance-schedule PDF found after filename and owner-portal checks."
"697","acura-integra-2025-type-s","2025","Acura","Integra","Type S","","acura","maintenance_minder","luxury_sedan","shared_within_model_year","tier_d","No direct official Acura USA maintenance-schedule PDF found after filename and owner-portal checks."
"698","acura-integra-2024-base","2024","Acura","Integra","Base","","acura","maintenance_minder","luxury_sedan","shared_within_model_year","tier_d","No direct official Acura USA maintenance-schedule PDF found after filename and owner-portal checks."
"699","acura-integra-2024-a-spec","2024","Acura","Integra","A-Spec","","acura","maintenance_minder","luxury_sedan","shared_within_model_year","tier_d","No direct official Acura USA maintenance-schedule PDF found after filename and owner-portal checks."
"700","acura-integra-2024-type-s","2024","Acura","Integra","Type S","","acura","maintenance_minder","luxury_sedan","shared_within_model_year","tier_d","No direct official Acura USA maintenance-schedule PDF found after filename and owner-portal checks."
"701","acura-integra-2023-base","2023","Acura","Integra","Base","","acura","maintenance_minder","luxury_sedan","shared_within_model_year","tier_d","No direct official Acura USA maintenance-schedule PDF found after filename and owner-portal checks."
"702","acura-integra-2023-a-spec","2023","Acura","Integra","A-Spec","","acura","maintenance_minder","luxury_sedan","shared_within_model_year","tier_d","No direct official Acura USA maintenance-schedule PDF found after filename and owner-portal checks."
"703","acura-integra-2023-type-s","2023","Acura","Integra","Type S","","acura","maintenance_minder","luxury_sedan","shared_within_model_year","tier_d","No direct official Acura USA maintenance-schedule PDF found after filename and owner-portal checks."
"746","genesis-g70-2022-2-0t","2022","Genesis","G70","2.0T","","genesis","fixed_interval","luxury_sedan","shared_within_generation","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html; charset=UTF-8; magic"
"747","genesis-g70-2022-3-3t","2022","Genesis","G70","3.3T","","genesis","fixed_interval","luxury_sedan","shared_within_generation","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html; charset=UTF-8; magic"
"748","genesis-g70-2022-sport","2022","Genesis","G70","Sport","","genesis","fixed_interval","luxury_sedan","shared_within_generation","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html; charset=UTF-8; magic"
"749","genesis-g70-2021-2-0t","2021","Genesis","G70","2.0T","","genesis","fixed_interval","luxury_sedan","shared_within_generation","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html; charset=UTF-8; magic"
"750","genesis-g70-2021-3-3t","2021","Genesis","G70","3.3T","","genesis","fixed_interval","luxury_sedan","shared_within_generation","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html; charset=UTF-8; magic"
"751","genesis-g70-2021-sport","2021","Genesis","G70","Sport","","genesis","fixed_interval","luxury_sedan","shared_within_generation","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html; charset=UTF-8; magic"
"752","genesis-g70-2020-2-0t","2020","Genesis","G70","2.0T","","genesis","fixed_interval","luxury_sedan","shared_within_generation","tier_d","Official Genesis USA owner-manual PDF unavailable for the exact or adjacent model-year/powertrain."
"753","genesis-g70-2020-3-3t","2020","Genesis","G70","3.3T","","genesis","fixed_interval","luxury_sedan","shared_within_generation","tier_d","Official Genesis USA owner-manual PDF unavailable for the exact or adjacent model-year/powertrain."
"754","genesis-g70-2020-sport","2020","Genesis","G70","Sport","","genesis","fixed_interval","luxury_sedan","shared_within_generation","tier_d","Official Genesis USA owner-manual PDF unavailable for the exact or adjacent model-year/powertrain."
"755","genesis-g70-2019-2-0t","2019","Genesis","G70","2.0T","","genesis","fixed_interval","luxury_sedan","shared_within_generation","tier_d","Official Genesis USA owner-manual PDF unavailable for the exact or adjacent model-year/powertrain."
"756","genesis-g70-2019-3-3t","2019","Genesis","G70","3.3T","","genesis","fixed_interval","luxury_sedan","shared_within_generation","tier_d","Official Genesis USA owner-manual PDF unavailable for the exact or adjacent model-year/powertrain."
"757","genesis-g70-2019-sport","2019","Genesis","G70","Sport","","genesis","fixed_interval","luxury_sedan","shared_within_generation","tier_d","Official Genesis USA owner-manual PDF unavailable for the exact or adjacent model-year/powertrain."
"760","genesis-g80-2025-electrified","2025","Genesis","G80","Electrified","","genesis","fixed_interval","luxury_sedan","shared_within_generation","tier_d","Official Genesis USA owner-manual PDF unavailable for the exact or adjacent model-year/powertrain."
"763","genesis-g80-2024-electrified","2024","Genesis","G80","Electrified","","genesis","fixed_interval","luxury_sedan","shared_within_generation","tier_d","Official Genesis USA owner-manual PDF unavailable for the exact or adjacent model-year/powertrain."
"766","genesis-g80-2023-electrified","2023","Genesis","G80","Electrified","","genesis","fixed_interval","luxury_sedan","shared_within_generation","tier_d","Official Genesis USA owner-manual PDF unavailable for the exact or adjacent model-year/powertrain."
"769","genesis-g80-2022-electrified","2022","Genesis","G80","Electrified","","genesis","fixed_interval","luxury_sedan","shared_within_generation","tier_d","Official Genesis USA owner-manual PDF unavailable for the exact or adjacent model-year/powertrain."
"772","genesis-g80-2021-electrified","2021","Genesis","G80","Electrified","","genesis","fixed_interval","luxury_sedan","shared_within_generation","tier_d","Official Genesis USA owner-manual PDF unavailable for the exact or adjacent model-year/powertrain."
"773","genesis-gv70-2025-2-5t","2025","Genesis","GV70","2.5T","","genesis","fixed_interval","luxury_suv","shared_within_generation","tier_d","Official Genesis USA owner-manual PDF unavailable for the exact or adjacent model-year/powertrain."
"774","genesis-gv70-2025-3-5t","2025","Genesis","GV70","3.5T","","genesis","fixed_interval","luxury_suv","shared_within_generation","tier_d","Official Genesis USA owner-manual PDF unavailable for the exact or adjacent model-year/powertrain."
"775","genesis-gv70-2025-electrified","2025","Genesis","GV70","Electrified","","genesis","fixed_interval","luxury_suv","shared_within_generation","tier_d","Official Genesis USA owner-manual PDF unavailable for the exact or adjacent model-year/powertrain."
"778","genesis-gv70-2024-electrified","2024","Genesis","GV70","Electrified","","genesis","fixed_interval","luxury_suv","shared_within_generation","tier_d","Official Genesis USA owner-manual PDF unavailable for the exact or adjacent model-year/powertrain."
"781","genesis-gv70-2023-electrified","2023","Genesis","GV70","Electrified","","genesis","fixed_interval","luxury_suv","shared_within_generation","tier_d","Official Genesis USA owner-manual PDF unavailable for the exact or adjacent model-year/powertrain."
"784","genesis-gv70-2022-electrified","2022","Genesis","GV70","Electrified","","genesis","fixed_interval","luxury_suv","shared_within_generation","tier_d","Official Genesis USA owner-manual PDF unavailable for the exact or adjacent model-year/powertrain."
"795","genesis-gv60-2025-advanced","2025","Genesis","GV60","Advanced","","genesis","ev_simplified","luxury_ev","shared_within_model_year","tier_d","Official Genesis USA owner-manual PDF unavailable for the exact or adjacent model-year/powertrain."
"796","genesis-gv60-2025-performance","2025","Genesis","GV60","Performance","","genesis","ev_simplified","luxury_ev","shared_within_model_year","tier_d","Official Genesis USA owner-manual PDF unavailable for the exact or adjacent model-year/powertrain."
"943","chevrolet-equinox-2025-lt","2025","Chevrolet","Equinox","LT","","chevy","fixed_interval","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html;charset=utf-8; magic <!DOC; size 0 bytes). No alternate direct OEM PDF was verified."
"944","chevrolet-equinox-2025-rs","2025","Chevrolet","Equinox","RS","","chevy","fixed_interval","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html;charset=utf-8; magic <!DOC; size 0 bytes). No alternate direct OEM PDF was verified."
"945","chevrolet-equinox-2025-activ","2025","Chevrolet","Equinox","Activ","","chevy","fixed_interval","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html;charset=utf-8; magic <!DOC; size 0 bytes). No alternate direct OEM PDF was verified."
"946","chevrolet-equinox-2024-lt","2024","Chevrolet","Equinox","LT","","chevy","fixed_interval","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html;charset=utf-8; magic <!DOC; size 0 bytes). No alternate direct OEM PDF was verified."
"947","chevrolet-equinox-2024-rs","2024","Chevrolet","Equinox","RS","","chevy","fixed_interval","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html;charset=utf-8; magic <!DOC; size 0 bytes). No alternate direct OEM PDF was verified."
"948","chevrolet-equinox-2024-activ","2024","Chevrolet","Equinox","Activ","","chevy","fixed_interval","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html;charset=utf-8; magic <!DOC; size 0 bytes). No alternate direct OEM PDF was verified."
"949","chevrolet-equinox-2023-lt","2023","Chevrolet","Equinox","LT","","chevy","fixed_interval","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html;charset=utf-8; magic <!DOC; size 0 bytes). No alternate direct OEM PDF was verified."
"950","chevrolet-equinox-2023-rs","2023","Chevrolet","Equinox","RS","","chevy","fixed_interval","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html;charset=utf-8; magic <!DOC; size 0 bytes). No alternate direct OEM PDF was verified."
"951","chevrolet-equinox-2023-activ","2023","Chevrolet","Equinox","Activ","","chevy","fixed_interval","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html;charset=utf-8; magic <!DOC; size 0 bytes). No alternate direct OEM PDF was verified."
"979","honda-civic-2025-sport","2025","Honda","Civic","Sport","","honda","maintenance_minder","volume_sedan","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html; magic <!DOC; size 1245 bytes). No alternate direct OEM PDF was verified."
"980","honda-civic-2025-ex","2025","Honda","Civic","EX","","honda","maintenance_minder","volume_sedan","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html; magic <!DOC; size 1245 bytes). No alternate direct OEM PDF was verified."
